77	55	1	1
83	68	0	1
79	50	11	1
77	50	1	0
87	78	0	1
43	58	4	0
87	83	0	1
40	53	4	0
30	33	9	0
53	43	14	0
67	58	1	1
60	40	0	1
67	63	3	1
70	80	0	1
77	70	0	1
73	63	0	1
63	60	7	1
63	53	6	1
93	50	4	1
83	79	1	1
87	83	0	1
73	58	3	1
77	38	1	1
100	85	1	1
93	80	4	1
57	50	6	0
73	70	0	1
97	70	3	1
77	78	0	1
83	60	0	1
90	65	6	1
67	63	4	0
83	85	0	1
80	70	14	1
43	30	18	1
57	48	14	0
60	38	7	0
93	88	7	1
67	55	2	0
47	35	7	0
73	48	10	0
73	70	10	1
